video_label,Label,Avg,Stats,Serial
SB_WILTY_EP41_lie14,lie,85.5,"mean=85.5, std=5.9, max=93, min=74, range=19",[90 90 89 89 87 86 84 82 79 75 74 79 87 92 93 92]
SB_WILTY_EP42_truth5,truth,81.3,"mean=81.3, std=7.0, max=95, min=72, range=23",[95 94 90 84 81 82 85 85 80 74 72 72 74 76 78 79]
SB_WILTY_EP42_truth8,truth,78.6,"mean=78.6, std=4.6, max=87, min=72, range=15",[79 82 86 87 81 74 72 73 76 77 78 78]
SB_WILTY_EP42_lie8,lie,85.5,"mean=85.5, std=7.3, max=103, min=75, range=28","[ 92  93  96 100 103 100  95  92  89  86  81  78  79  82  85  85  85  84
  84  83  81  77  75  77  81  83  83  81  79  79  79  78  80  86  92  96]"
SB_WILTY_EP42_truth15,truth,83.1,"mean=83.1, std=6.2, max=93, min=74, range=19",[77 76 75 74 74 78 85 90 93 93 92 88 82 80 84 88 88 84 81 80]
SB_WILTY_EP42_truth18,truth,80.3,"mean=80.3, std=8.1, max=96, min=71, range=25",[76 75 75 77 81 89 95 96 92 85 78 73 71 72 74 76]
SB_WILTY_EP42_lie12,lie,88.9,"mean=88.9, std=3.3, max=96, min=84, range=12",[96 93 88 84 84 86 88 89 90 90 90 89]
LS_WILTY_EP1_lie2,lie,88.2,"mean=88.2, std=7.0, max=112, min=80, range=32","[112 103  94  90  90  88  84  81  80  81  83  85  87  88  86  82  81  84
  88  91  91  90  89  88]"
LS_WILTY_EP2_truth5,truth,84.0,"mean=84.0, std=10.0, max=111, min=72, range=39","[111 104  93  84  79  79  83  89  92  88  81  76  73  72  73  73  74  74
  74  75  77  81  89  95  97  94  89  84]"
LS_WILTY_EP3_lie9,lie,86.5,"mean=86.5, std=5.8, max=96, min=77, range=19",[95 96 95 90 86 85 83 79 77 78 81 85 87 88 89 90]
LS_WILTY_EP4_lie1,lie,87.2,"mean=87.2, std=8.6, max=104, min=73, range=31","[ 89  92  98 104 103  97  91  86  85  84  84  82  78  74  73  76  81  87
  90  91]"
LS_WILTY_EP4_truth1,truth,77.4,"mean=77.4, std=7.6, max=93, min=68, range=25",[68 68 69 72 76 83 88 86 81 76 73 72 72 72 72 73 78 85 91 93]
LS_WILTY_EP4_lie4,lie,83.4,"mean=83.4, std=4.3, max=89, min=75, range=14",[75 80 86 89 88 85 81 78 80 84 87 88]
LS_WILTY_EP6_lie7,lie,85.6,"mean=85.6, std=3.9, max=91, min=79, range=12",[90 91 91 88 83 81 81 83 85 87 89 89 88 84 80 79]
LS_WILTY_EP7_lie5,lie,90.4,"mean=90.4, std=4.0, max=99, min=82, range=17","[94 91 87 86 89 94 95 93 89 87 89 93 95 93 90 89 91 96 99 97 93 91 91 90
 89 86 83 82 83 87 90 91]"
LS_WILTY_EP7_truth6,lie,90.0,"mean=90.0, std=6.6, max=105, min=79, range=26","[ 88  87  87  88  92 100 105 104  98  91  87  86  86  86  84  80  79  82
  88  93  95  94  91  89]"
LS_WILTY_EP14_truth2,truth,77.6,"mean=77.6, std=5.4, max=91, min=69, range=22","[91 90 87 83 80 78 77 77 76 75 75 74 74 73 73 76 79 81 77 71 69 74 80 84
 81 75 72 72]"
LS_WILTY_EP14_truth7,truth,80.3,"mean=80.3, std=7.2, max=95, min=69, range=26","[77 79 84 91 95 92 89 88 87 83 78 75 72 70 69 69 70 71 73 77 83 87 87 87
 86 84 81 78 77 76 77 77]"
BRI_WILTY_EP63_lie_25,lie,81.1,"mean=81.1, std=6.1, max=89, min=71, range=18",[88 88 85 82 79 78 76 73 71 72 76 81 85 87 88 89]
LS_WILTY_EP76_true10,truth,79.2,"mean=79.2, std=7.8, max=99, min=71, range=28",[76 76 76 75 74 71 71 71 74 77 81 84 85 86 92 99]
BRI_WILTY_EP57_truth_27,truth,74.3,"mean=74.3, std=6.5, max=92, min=65, range=27","[69 76 87 92 89 81 74 70 69 69 68 66 65 66 68 71 72 74 74 75 75 75 75 75
 75 76 77 77]"
BRI_WILTY_EP65_lie_12,lie,90.8,"mean=90.8, std=8.7, max=106, min=72, range=34","[101  96  90  86  85  85  85  86  89  95 101 106 105 100  94  90  88  84
  77  72]"
BRI_WILTY_EP59_truth_17,truth,79.2,"mean=79.2, std=5.3, max=87, min=69, range=18",[69 71 75 82 86 84 79 76 74 75 78 83 87 86 82 80]
BRI_WILTY_EP59_deception_21,lie,87.3,"mean=87.3, std=5.6, max=95, min=76, range=19",[85 80 76 78 87 94 94 89 85 83 82 83 85 89 93 95 94 92 91 91]
BRI_WILTY_EP60_lie_15,lie,86.0,"mean=86.0, std=7.4, max=98, min=68, range=30","[89 89 89 89 90 90 90 89 85 78 71 68 70 74 80 86 91 94 92 90 88 90 95 98
 96 90 85 81 79 82 86 88]"
BRI_WILTY_EP64_truth_1,truth,78.0,"mean=78.0, std=4.4, max=86, min=66, range=20","[78 78 78 77 76 77 80 84 86 81 73 68 66 70 78 84 84 80 78 77 78 78 79 79
 79 79 79 79]"
LS_WILTY_EP73_ true7,truth,76.3,"mean=76.3, std=4.4, max=84, min=72, range=12",[79 81 84 83 79 75 73 72 72 72 73 73]
BRI_WILTY_EP58_lie_22,lie,85.1,"mean=85.1, std=4.4, max=96, min=77, range=19",[96 91 84 78 77 80 84 85 86 87 87 86 85 85 85 85]
BRI_WILTY_EP57_lie_17,lie,85.0,"mean=85.0, std=3.8, max=92, min=77, range=15",[81 83 88 92 92 89 86 85 85 85 84 84 85 85 87 87 85 82 78 77 79 83 88 90]
LS_WILTY_EP75_lie1,lie,91.1,"mean=91.1, std=5.9, max=100, min=78, range=22","[ 89  89  91  94  98 100  98  97  98  98  94  87  81  78  80  84  89  93
  95  93  91  90  90  90]"
BRI_WILTY_EP63_truth_17,truth,76.4,"mean=76.4, std=6.5, max=90, min=69, range=21",[72 78 87 90 87 81 76 73 71 69 69 70 72 74 76 77]
BRI_WILTY_EP59_lie_11,lie,90.5,"mean=90.5, std=6.6, max=99, min=77, range=22","[95 97 99 97 93 90 87 87 90 95 98 97 95 96 97 94 89 83 79 77 78 80 80 81
 86 92 96 96 94 93 93 93]"
LS_WILTY_EP75_lie4,lie,90.6,"mean=90.6, std=6.2, max=100, min=81, range=19",[ 96  98  96  90  83  81  82  84  86  87  88  90  92  97  99 100]
BRI_WILTY_EP57_lie_23,lie,85.7,"mean=85.7, std=4.3, max=91, min=77, range=14",[82 85 87 84 80 77 79 83 86 88 89 89 90 90 91 91]
BRI_WILTY_EP65_lie_11,lie,88.8,"mean=88.8, std=8.9, max=105, min=78, range=27",[105 103  98  91  85  81  78  78  81  85  89  91]
BRI_WILTY_EP60_lie_16,lie,91.4,"mean=91.4, std=5.1, max=99, min=81, range=18",[91 93 96 95 88 81 81 87 95 99 98 95 92 91 90 90]
LS_WILTY_EP75_lie2,lie,81.2,"mean=81.2, std=4.6, max=91, min=72, range=19","[86 83 80 78 76 72 72 76 80 82 80 77 75 76 79 82 84 84 85 85 86 86 84 82
 81 84 88 91]"
BRI_WILTY_EP61_truth_20,truth,76.8,"mean=76.8, std=5.5, max=89, min=70, range=19",[77 77 77 76 74 72 71 70 73 79 86 89]
BRI_WILTY_EP58_truth_20,truth,74.7,"mean=74.7, std=3.8, max=84, min=68, range=16",[73 72 72 72 73 74 75 76 77 77 77 76 74 73 73 74 77 82 84 81 74 70 68 69]
BRI_WILTY_EP65_lie_9,lie,83.1,"mean=83.1, std=6.8, max=90, min=71, range=19","[90 90 90 90 90 90 90 89 89 89 90 90 89 84 79 75 72 71 72 75 77 75 71 71
 76 81 85 87 87 85 81 79 81 85 88 89]"
BRI_WILTY_EP57_truth_29,truth,80.2,"mean=80.2, std=6.0, max=92, min=74, range=18","[82 84 85 82 77 74 78 86 91 92 91 90 86 80 76 74 74 77 81 84 82 77 74 74
 74 74 74 74]"
BRI_WILTY_EP59_truth_6,truth,72.8,"mean=72.8, std=5.1, max=84, min=65, range=19","[77 77 77 78 78 77 76 76 75 76 79 82 84 81 77 74 73 72 71 68 66 65 65 65
 66 67 68 70 72 73 71 69 68 68 69 71]"
BRI_WILTY_EP58_truth_10,truth,75.8,"mean=75.8, std=8.2, max=92, min=64, range=28","[86 90 91 88 81 76 72 68 65 64 65 67 70 71 72 73 73 72 68 65 65 68 72 75
 77 77 77 76 76 79 87 92 90 84 79 77]"
BRI_WILTY_EP60_truth_5,truth,76.5,"mean=76.5, std=7.7, max=99, min=66, range=33","[99 93 86 83 85 90 91 85 75 67 66 68 71 73 72 72 72 75 79 81 77 71 68 70
 72 74 74 74 73 71 71 72 75 76 77 77]"
BRI_WILTY_EP57_lie_11,lie,85.5,"mean=85.5, std=6.7, max=100, min=76, range=24","[ 84  82  81  82  86  90  94  98 100  98  92  87  82  79  79  79  77  76
  78  82  85  86  88  88]"
BRI_WILTY_EP58_lie_26,lie,87.2,"mean=87.2, std=9.1, max=111, min=66, range=45","[ 87  85  82  80  81  84  86  86  86  86  86  86  86  85  85  86  89  92
  94  92  88  83  76  69  66  70  79  89  97 101  98  94  93  96 104 111]"
BRI_WILTY_EP66_truth_15,truth,76.5,"mean=76.5, std=3.7, max=86, min=71, range=15","[76 77 79 81 81 78 75 78 84 86 82 75 71 72 73 74 75 76 78 78 77 75 73 71
 72 74 75 75]"
LS_WILTY_EP73_ true6,truth,76.2,"mean=76.2, std=7.4, max=102, min=69, range=33","[102  94  84  76  71  69  70  72  73  73  73  72  72  72  71  71  71  71
  72  72  74  78  82  84  81  78  77  78]"
BRI_WILTY_EP57_truth_30,truth,80.5,"mean=80.5, std=4.9, max=90, min=72, range=18",[80 81 85 89 90 84 77 75 79 81 79 75 72 72 73 78 84 88 86 82 79 80 81 81]
LS_WILTY_EP76_lie14,lie,85.6,"mean=85.6, std=5.7, max=99, min=77, range=22","[87 86 84 80 77 78 81 83 84 84 84 85 85 86 87 90 96 99 98 94 91 89 88 89
 89 88 88 88 88 86 82 79 77 77 77 77]"
BRI_WILTY_EP59_truth_18,truth,81.8,"mean=81.8, std=9.4, max=102, min=70, range=32","[ 92  91  88  83  80  77  76  74  72  71  70  70  71  72  74  78  82  81
  78  76  78  84  92 100 102  99  92  86]"
LS_WILTY_EP73_ true5,truth,77.6,"mean=77.6, std=6.9, max=92, min=66, range=26",[66 70 75 80 86 91 92 88 80 72 70 71 73 74 75 76 77 78 78 79]
LS_WILTY_EP73_ true10,truth,79.2,"mean=79.2, std=10.6, max=106, min=72, range=34",[106  96  85  77  74  73  73  72  72  72  74  76]
AN_WILTY_EP15_lie4,lie,84.1,"mean=84.1, std=8.4, max=101, min=65, range=36","[ 83  80  79  79  79  80  84  88  90  90  89  88  88  87  85  82  76  68
  65  67  73  80  84  85  86  86  87  91  97 101  99  96]"
AN_WILTY_EP15_lie5,lie,90.5,"mean=90.5, std=5.4, max=100, min=81, range=19","[ 93  95  99 100  97  93  91  92  96  98  99  98  95  89  83  81  83  86
  87  87  87  86  85  84  83  85  89  92  92  91  90  89]"
AN_WILTY_EP15_truth7,truth,83.8,"mean=83.8, std=10.3, max=105, min=72, range=33","[ 79  84  90  94  93  91  92  93  91  89  94 102 105  99  88  78  73  72
  72  72  72  72  73  74  75  76  76  77]"
AN_WILTY_EP15_truth8,truth,77.3,"mean=77.3, std=5.9, max=89, min=68, range=21",[84 87 89 86 81 77 75 74 73 72 72 70 68 68 73 80 85 83 78 74 74 76 78 79]
AN_WILTY_EP15_truth9,truth,82.4,"mean=82.4, std=8.8, max=105, min=71, range=34","[ 76  74  71  71  74  80  83  81  76  72  71  72  74  79  86  91  90  89
  92  94  92  86  82  81  82  87  97 105]"
AN_WILTY_EP15_lie10,lie,86.9,"mean=86.9, std=4.2, max=97, min=80, range=17","[85 84 85 90 92 89 84 82 85 89 95 97 94 89 86 85 84 85 86 88 91 93 92 90
 88 86 84 81 81 83 87 88 87 83 80 80]"
AN_WILTY_EP15_lie11,lie,85.6,"mean=85.6, std=3.6, max=90, min=79, range=11",[90 89 89 88 84 80 79 81 84 85 83 83 86 88 90 90]
AN_WILTY_EP15_lie13,lie,94.1,"mean=94.1, std=7.4, max=110, min=84, range=26",[110 105 101 100 100  96  90  86  84  84  87  93  96  95  91  88]
AN_WILTY_EP15_lie15,lie,88.9,"mean=88.9, std=5.5, max=100, min=79, range=21","[ 89  87  83  82  84  90  96  98  96  92  89  89  93  98 100  97  90  86
  84  83  84  88  92  93  90  85  81  79  81  86  89  91]"
AN_WILTY_EP15_lie18,lie,85.2,"mean=85.2, std=7.6, max=96, min=71, range=25",[95 95 96 96 93 89 85 81 76 71 71 76 82 85 85 84 82 84 87 90]
AN_WILTY_EP15_lie19,lie,89.2,"mean=89.2, std=7.4, max=105, min=74, range=31","[ 78  79  82  86  88  88  85  80  76  74  77  83  91  95  94  91  89  91
  96  98  95  90  87  86  87  91  97 103 105 102  97  92  90  89  89  89]"
AN_WILTY_EP16_lie1,lie,81.6,"mean=81.6, std=4.9, max=90, min=76, range=14",[90 89 87 83 78 76 76 78 78 78 81 85]
AN_WILTY_EP16_lie3,lie,80.6,"mean=80.6, std=2.8, max=86, min=75, range=11",[82 80 78 79 81 82 80 77 76 78 82 84 83 81 81 83 86 85 80 75]
AN_WILTY_EP16_lie4,lie,92.2,"mean=92.2, std=5.4, max=107, min=86, range=21","[107 102  98  99 101 101  97  93  92  92  91  88  86  86  86  88  92  98
 100  97  91  88  90  92  92  92  91  91  90  89  88  87  87  87  86  86]"
AN_WILTY_EP16_lie5,lie,91.5,"mean=91.5, std=7.3, max=107, min=77, range=30","[ 78  79  81  84  87  90  93  95  93  91  92  96  98  93  86  80  77  80
  87  95 100  98  94  91  90  90  91  92  93  94  98 103 107 105  99  94]"
AN_WILTY_EP16_lie6,lie,90.8,"mean=90.8, std=5.0, max=100, min=83, range=17",[ 83  87  94  98 100 100  95  90  86  86  87  89  90  90  89  88]
AN_WILTY_EP16_lie7,lie,87.6,"mean=87.6, std=3.3, max=91, min=80, range=11",[91 91 90 90 90 89 88 89 91 91 88 86 87 87 84 81 80 83 87 90]
AN_WILTY_EP16_truth11,truth,76.1,"mean=76.1, std=8.5, max=95, min=66, range=29",[66 66 68 71 73 74 75 76 78 82 89 95]
AN_WILTY_EP16_truth13,truth,81.5,"mean=81.5, std=8.3, max=94, min=70, range=24",[76 77 77 76 74 71 70 70 73 76 80 87 93 93 90 86 85 89 93 94]
AN_WILTY_EP16_truth15,truth,75.5,"mean=75.5, std=4.3, max=83, min=68, range=15","[78 79 79 79 79 78 76 75 74 74 74 72 69 68 71 77 80 78 72 68 68 71 75 79
 83 83 80 76]"
AN_WILTY_EP16_lie18,lie,94.3,"mean=94.3, std=7.6, max=109, min=85, range=24",[ 89  88  86  85  85  87  91  94  97 101 107 109 105  98  94  93]
AN_WILTY_EP16_lie19,lie,90.2,"mean=90.2, std=7.8, max=103, min=76, range=27",[ 88  87  86  86  89  96 102 103 101  97  93  91  88  82  78  76]
AN_WILTY_EP16_truth23,truth,79.8,"mean=79.8, std=5.1, max=88, min=71, range=17",[80 77 74 71 72 74 77 80 86 88 86 82 83 84 83 80]
AN_WILTY_EP17_truth3,truth,76.9,"mean=76.9, std=7.5, max=90, min=66, range=24","[78 78 79 81 84 85 84 83 84 85 80 72 68 67 68 68 66 66 67 69 68 68 71 75
 81 87 90 88 84 80 79 78]"
AN_WILTY_EP17_truth4,truth,74.4,"mean=74.4, std=4.2, max=84, min=69, range=15",[77 76 75 73 70 69 73 80 84 83 78 73 70 69 70 72 73 74 74 74]
AN_WILTY_EP17_truth7,truth,76.6,"mean=76.6, std=8.7, max=97, min=64, range=33",[71 68 64 65 68 72 74 74 73 72 72 72 73 76 81 90 97 97 89 82 78 77 77 77]
AN_WILTY_EP17_lie8,lie,86.2,"mean=86.2, std=7.6, max=107, min=76, range=31","[ 88  86  81  79  81  84  87  87  88  88  87  87  86  84  82  79  78  79
  82  84  84  84  83  83  81  79  80  85  94 102 106 107 103  95  84  76]"
AN_WILTY_EP17_truth12,truth,80.0,"mean=80.0, std=7.4, max=97, min=70, range=27","[88 87 85 82 84 89 95 97 93 85 77 73 77 84 88 86 80 75 73 73 74 74 74 73
 71 70 71 74 76 77 78 78]"
AN_WILTY_EP17_lie14,lie,86.7,"mean=86.7, std=5.5, max=96, min=74, range=22","[96 95 93 90 88 86 82 77 74 77 84 87 87 85 84 84 85 84 82 80 80 83 88 93
 95 94 92 90 90 90 89 89]"
AN_WILTY_EP18_truth3,truth,79.1,"mean=79.1, std=9.5, max=97, min=69, range=28",[97 94 92 90 87 81 76 72 69 69 69 70 72 74 76 78]
AN_WILTY_EP18_truth5,truth,81.7,"mean=81.7, std=9.7, max=107, min=70, range=37",[ 84  86  87  83  77  72  70  71  73  76  77  78  81  87  98 107]
AN_WILTY_EP18_lie6,lie,91.0,"mean=91.0, std=6.5, max=105, min=82, range=23","[ 89  89  89  89  89  90  91  89  84  82  83  85  87  88  90  94 100 105
 104 102]"
AN_WILTY_EP18_lie7,lie,82.0,"mean=82.0, std=7.6, max=93, min=68, range=25","[88 89 89 90 91 91 92 93 93 90 85 78 71 68 68 71 75 79 81 82 82 81 78 76
 75 77 80 83]"
AN_WILTY_EP18_lie8,lie,92.1,"mean=92.1, std=8.8, max=111, min=76, range=35","[ 99  95  90  87  88  89  90  90  91  93  97 101 104 108 111 108 100  91
  87  86  85  85  84  81  78  76  79  83  86  87  89  91  96 101 104 104]"
AN_WILTY_EP18_lie11,lie,90.2,"mean=90.2, std=6.6, max=101, min=75, range=26","[ 77  76  75  77  81  84  87  92  97  97  94  92  91  90  91  94  98 101
  98  92  88  87  87  91  96  99  96  91  87  87  90  94  97  95  91  89]"
AN_WILTY_EP18_lie12,lie,88.8,"mean=88.8, std=7.5, max=106, min=78, range=28",[ 92  92  91  90  88  86  82  79  78  85  97 106]
AN_WILTY_EP18_truth13,truth,78.2,"mean=78.2, std=5.5, max=89, min=69, range=20","[77 81 85 82 76 71 69 69 69 70 73 74 75 78 81 83 83 83 86 88 84 79 76 77
 81 86 89 86 80 76 74 74 75 75 75 75]"
AN_WILTY_EP18_lie16,lie,88.9,"mean=88.9, std=5.7, max=103, min=80, range=23","[ 97  95  93  93  96  97  94  91  89  89  88  88  87  86  86  85  85  85
  86  85  85  84  84  83  82  85  93 102 103  97  89  82  80  82  86  89]"
AN_WILTY_EP18_lie17,lie,85.8,"mean=85.8, std=5.2, max=94, min=76, range=18","[76 81 86 89 90 92 94 93 87 81 79 82 87 92 93 88 83 81 83 83 81 78 77 79
 83 87 89 90 91 91 91 90]"
AN_WILTY_EP18_truth19,truth,76.8,"mean=76.8, std=7.0, max=93, min=67, range=26",[75 75 75 76 79 84 89 93 92 86 79 73 69 67 69 72 74 75 75 76 75 74 72 69]
AN_WILTY_EP18_lie22,lie,81.9,"mean=81.9, std=5.3, max=90, min=75, range=15",[78 79 82 87 90 90 90 87 84 80 77 76 75 75 78 82]
AN_WILTY_EP18_truth23,truth,74.5,"mean=74.5, std=5.2, max=88, min=69, range=19",[74 72 70 71 72 73 74 74 72 70 69 70 72 75 80 85 88 86 80 74 71 71 72 74]
AN_WILTY_EP19_truth3,truth,81.6,"mean=81.6, std=7.8, max=103, min=74, range=29",[103  93  80  74  77  85  90  87  81  78  77  77  77  77  75  74]
AN_WILTY_EP19_truth4,truth,79.9,"mean=79.9, std=7.6, max=100, min=70, range=30","[ 87  94 100  99  91  84  82  81  77  72  70  71  72  73  73  73  73  73
  74  76  77  77  78  78  79  79  79  80  82  85  85  83]"
AN_WILTY_EP19_truth6,truth,79.3,"mean=79.3, std=8.8, max=101, min=66, range=35","[101  95  87  83  80  78  76  75  75  75  75  74  72  70  67  66  68  74
  81  84  82  77  74  75  80  87  94  96]"
AN_WILTY_EP19_lie10,lie,81.6,"mean=81.6, std=5.9, max=91, min=70, range=21",[91 90 88 84 82 82 84 85 84 82 79 74 70 71 77 82]
AN_WILTY_EP19_lie11,lie,95.2,"mean=95.2, std=9.9, max=111, min=84, range=27",[ 98 103 109 111 107  98  90  85  84  85  86  87]
AN_WILTY_EP19_lie13,lie,87.3,"mean=87.3, std=6.2, max=96, min=76, range=20",[92 94 96 94 90 88 87 87 85 81 78 76]
AN_WILTY_EP19_lie14,lie,87.8,"mean=87.8, std=7.0, max=105, min=78, range=27","[ 80  78  78  81  88  98 104 105  99  90  83  80  81  83  84  85  85  85
  85  85  86  88  90  91  91  92  92  92]"
AN_WILTY_EP19_lie16,lie,90.6,"mean=90.6, std=11.0, max=123, min=72, range=51","[123 116 106  97  93  91  90  89  90  94  99 102  98  90  83  78  79  82
  84  86  86  87  87  87  86  83  78  72]"
AN_WILTY_EP19_lie17,lie,90.8,"mean=90.8, std=4.3, max=97, min=85, range=12",[94 96 97 95 92 90 88 87 86 86 85 85 86 88 92 95 97 97 93 88]
AN_WILTY_EP20_truth1,truth,72.0,"mean=72.0, std=4.5, max=77, min=65, range=12",[76 75 72 68 65 65 67 71 75 76 77 77]
AN_WILTY_EP20_truth2,truth,75.0,"mean=75.0, std=6.3, max=89, min=69, range=20",[77 77 78 81 86 89 86 79 73 69 69 69 70 70 69 69 69 71 74 75]
AN_WILTY_EP20_truth4,truth,77.1,"mean=77.1, std=6.5, max=89, min=59, range=30","[59 64 73 83 89 86 80 75 73 73 73 73 74 75 76 76 77 79 84 88 87 83 79 77
 76 76 75 75]"
AN_WILTY_EP20_lie5,lie,83.4,"mean=83.4, std=9.2, max=95, min=61, range=34","[92 91 90 90 89 88 87 87 86 84 81 78 76 78 80 78 73 66 61 63 69 77 83 87
 88 88 90 93 95 95 94 93]"
AN_WILTY_EP20_lie8,lie,87.6,"mean=87.6, std=4.6, max=100, min=81, range=19","[ 90  90  89  88  87  86  86  87  90  96 100  96  88  82  82  85  86  86
  84  82  81  84  88  90]"
AN_WILTY_EP20_lie9,lie,88.5,"mean=88.5, std=9.6, max=102, min=72, range=30","[102 102 100  99 100 101  98  92  86  81  78  78  81  84  86  86  85  82
  77  72]"
AN_WILTY_EP20_lie10,lie,93.6,"mean=93.6, std=6.0, max=104, min=86, range=18",[101 104 104 100  95  92  93  95  96  93  89  86  86  87  88  88]
AN_WILTY_EP20_lie13,lie,90.6,"mean=90.6, std=7.4, max=105, min=79, range=26","[ 89  91  94  98  98  93  85  79  79  82  85  85  85  85  85  85  87  92
  99 105 105 101  95  92]"
AN_WILTY_EP21_lie7,lie,85.2,"mean=85.2, std=5.5, max=97, min=74, range=23",[97 93 88 84 83 84 85 86 88 88 87 84 79 74 74 79 85 88 89 90]
AN_WILTY_EP21_lie8,lie,87.5,"mean=87.5, std=10.0, max=120, min=77, range=43","[ 85  83  80  78  77  78  79  81  84  85  83  79  78  80  84  86  88  89
  89  90  90  91  91  92  95 103 113 120]"
AN_WILTY_EP21_lie9,lie,94.5,"mean=94.5, std=3.7, max=99, min=88, range=11",[98 98 97 96 97 97 95 95 97 99 96 92 89 88 89 89]
AN_WILTY_EP21_lie11,lie,85.7,"mean=85.7, std=5.3, max=97, min=74, range=23","[94 86 81 83 89 95 97 96 92 87 82 80 82 85 87 88 88 88 88 87 86 83 79 75
 74 76 80 84 86 86 86 86 87 87 88 88]"
AN_WILTY_EP21_lie16,lie,90.2,"mean=90.2, std=4.3, max=98, min=83, range=15",[88 88 86 85 83 84 88 95 98 97 93 92 91 92 92 92]
AN_WILTY_EP21_lie18,lie,91.5,"mean=91.5, std=8.3, max=121, min=82, range=39","[ 98  98  97  97  97  98  96  93  91  90  91  90  90  88  87  86  85  85
  84  84  85  86  87  88  86  83  82  84  90 100 112 121]"
AN_WILTY_EP21_truth19,truth,81.3,"mean=81.3, std=7.6, max=96, min=71, range=25","[96 95 91 85 81 82 85 90 92 88 82 77 75 74 73 72 71 71 74 79 82 80 75 72
 74 81 88 91]"
AN_WILTY_EP22_truth3,truth,86.1,"mean=86.1, std=9.8, max=106, min=75, range=31",[106  97  86  79  77  75  75  77  82  89  94  96]
AN_WILTY_EP22_lie5,lie,90.8,"mean=90.8, std=7.2, max=103, min=77, range=26","[ 88  87  86  86  87  88  91  91  89  84  79  77  81  87  93 100 103 102
  99 100 101  98  93  89]"
AN_WILTY_EP22_lie7,lie,87.8,"mean=87.8, std=9.3, max=114, min=78, range=36","[ 84  81  78  79  81  83  83  81  79  80  84  90  91  90  89  90  93  98
 107 114]"
AN_WILTY_EP22_truth18,truth,81.3,"mean=81.3, std=8.5, max=104, min=73, range=31",[104  96  87  80  77  75  74  77  83  87  85  80  76  74  73  73]
AN_WILTY_EP22_lie21,lie,91.0,"mean=91.0, std=6.4, max=102, min=81, range=21","[ 90  91  95  99 102 101  99  99  99  97  93  89  88  87  86  85  83  82
  81  82  85  89  91  91]"
AN_WILTY_EP22_lie23,lie,87.9,"mean=87.9, std=5.8, max=98, min=79, range=19",[89 88 86 82 79 81 84 87 90 94 97 98]
AN_WILTY_EP22_lie24,lie,91.4,"mean=91.4, std=9.0, max=111, min=78, range=33",[ 78  79  83  89  95 100 102  98  92  87  85  84  86  92 102 111]
AN_WILTY_EP22_lie25,lie,88.2,"mean=88.2, std=6.6, max=97, min=78, range=19",[95 97 97 93 87 82 78 78 82 87 90 92]
AN_WILTY_EP23_truth7,truth,71.2,"mean=71.2, std=2.6, max=75, min=66, range=9",[66 69 72 73 72 70 69 69 71 73 75 75]
AN_WILTY_EP23_truth8,truth,77.5,"mean=77.5, std=4.8, max=87, min=70, range=17",[78 78 78 76 73 71 70 71 75 82 87 83 76 72 71 73 75 78 83 85 84 81 80 79]
AN_WILTY_EP24_lie1,lie,88.8,"mean=88.8, std=6.4, max=100, min=75, range=25","[ 78  76  75  77  81  85  88  88  87  87  87  87  87  86  86  87  91  96
 100 100  98  93  89  90  94  97  96  92  90  90  91  91]"
AN_WILTY_EP24_truth8,truth,77.0,"mean=77.0, std=5.9, max=86, min=70, range=16",[80 82 86 86 83 77 74 73 72 71 70 70]
AN_WILTY_EP24_truth11,truth,85.2,"mean=85.2, std=6.7, max=97, min=79, range=18",[79 79 80 83 90 96 97 93 87 81 79 79]
AN_WILTY_EP24_lie13,lie,94.3,"mean=94.3, std=8.1, max=110, min=87, range=23",[110 106 103 100  96  92  88  87  87  87  88  88]
AN_WILTY_EP24_lie14,lie,93.4,"mean=93.4, std=3.7, max=100, min=90, range=10",[ 90  90  90  90  91  94  98 100  99  96  92  91]
AN_WILTY_EP24_lie15,lie,82.5,"mean=82.5, std=5.1, max=89, min=72, range=17",[72 79 86 89 88 85 81 78 77 81 86 88]
AN_WILTY_EP25_lie1,lie,90.1,"mean=90.1, std=8.1, max=105, min=72, range=33","[ 95  97 101 104 105 104 102  98  91  87  85  85  85  88  91  91  86  80
  79  81  83  85  86  87  90  94  96  96  93  87  79  72]"
AN_WILTY_EP25_lie3,lie,87.2,"mean=87.2, std=7.0, max=111, min=77, range=34","[ 93  92  91  90  89  88  88  87  85  82  79  77  78  80  82  82  81  79
  78  81  85  90  92  90  89  91  93  93  91  87  84  82  85  93 103 111]"
AN_WILTY_EP25_truth6,truth,76.7,"mean=76.7, std=5.7, max=89, min=68, range=21","[76 76 75 73 72 73 73 71 70 70 72 74 77 81 87 89 86 80 75 74 74 78 83 87
 84 78 72 68]"
AN_WILTY_EP25_lie8,lie,87.6,"mean=87.6, std=6.1, max=100, min=77, range=23","[ 87  88  89  90  89  85  83  83  83  81  79  77  78  82  84  86  87  86
  83  82  84  88  90  94  98  99  97  93  91  92  96 100]"
AN_WILTY_EP25_lie9,lie,88.4,"mean=88.4, std=4.0, max=96, min=80, range=16","[89 89 88 87 87 87 89 92 94 93 92 94 96 95 91 89 89 89 89 87 85 84 86 86
 82 80 82 84]"
AN_WILTY_EP26_truth11,truth,75.2,"mean=75.2, std=5.6, max=87, min=66, range=21",[76 73 68 66 67 73 82 87 84 78 73 72 71 71 71 74 77 79 80 81]
